player1_name,player1_atprank,player1_games,player1_wins,player1_losses,player1_indoor_wins,player1_indoor_losses,player1_outdoor_wins,player1_outdoor_losses,player2_name,player2_atprank,player2_games,player2_wins,player2_losses,player2_indoor_wins,player2_indoor_losses,player2_outdoor_wins,player2_outdoor_losses,tournament_name,tournament_location,tournament_court,tournament_surface,match_date,match_odd_player1,match_odd_player2,winner_player1
Khachanov K.,11,378,217,161,44,38,173,123,Cerundolo F.,21,104,58,46,3,7,55,39,Canadian Open,Montreal,Outdoor,Hard,2022-08-08,1.44,2.75,1
Molcan A.,120,86,45,41,1,6,44,35,Mcdonald M.,60,190,87,103,11,15,76,88,Canadian Open,Montreal,Outdoor,Hard,2022-08-08,2.2,1.66,1
Shapovalov D.,29,298,166,132,30,27,136,105,De Minaur A.,19,272,161,111,30,19,131,92,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,2.2,1.66,0
Nishioka Y.,31,215,99,116,15,15,84,101,Paire B.,149,527,237,290,39,56,198,234,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,1.57,2.37,1
Norrie C.,13,287,172,115,15,18,157,97,Nakashima B.,70,106,57,49,6,5,51,44,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,1.5,2.62,1
Giron M.,69,150,68,82,20,14,48,68,Bautista Agut R.,25,379,234,145,31,29,203,116,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,3.5,1.3,0
Bonzi B.,107,83,37,46,10,13,27,33,Tiafoe F.,10,303,158,145,24,23,134,122,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,2.75,1.44,0
Rune H.,6,131,83,48,28,9,55,39,Fognini F.,128,742,383,359,39,48,344,311,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,1.72,2.1,1
Baez S.,72,95,47,48,6,6,41,42,Kyrgios N.,25,303,195,108,11,7,184,101,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,5.0,1.16,0
Gaston H.,109,58,24,34,5,9,19,25,Draper J.,55,51,29,22,2,3,27,19,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,3.4,1.33,0
Dimitrov G.,20,651,389,262,79,50,310,212,Galarneau A.,237,1,0,1,0,0,0,1,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,1.14,5.5,1
Rinderknech A.,67,96,46,50,16,12,30,38,Mannarino A.,27,567,264,303,60,73,204,230,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,2.2,1.66,0
Krajinovic F.,93,240,115,125,38,34,77,91,Evans D.,30,251,124,127,18,16,106,111,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,2.2,1.66,0
Martinez P.,135,118,50,68,7,6,43,62,Monfils G.,323,816,510,306,131,65,379,241,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,2.37,1.57,0
Cilic M.,100,853,543,310,119,65,424,245,Coric B.,15,343,185,158,28,28,157,130,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,1.5,2.62,1
Cressy M.,96,96,42,54,10,11,32,43,Karatsev A.,75,136,66,70,10,22,56,48,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,1.57,2.37,1
Pospisil V.,99,280,122,158,39,34,83,124,Paul T.,14,204,111,93,19,13,92,80,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,4.0,1.25,0
Berrettini M.,38,217,142,75,14,11,128,64,Carreno Busta P.,16,352,214,138,33,25,181,113,Canadian Open,Montreal,Outdoor,Hard,2022-08-09,1.36,3.2,0
Schwartzman D.,95,428,233,195,32,27,201,168,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,1.4,3.0,0
Tiafoe F.,10,303,158,145,24,23,134,122,Fritz T.,9,356,205,151,26,22,179,129,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,2.75,1.44,0
Monfils G.,323,816,510,306,131,65,379,241,Cressy M.,96,96,42,54,10,11,32,43,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,2.1,1.72,1
Dimitrov G.,20,651,389,262,79,50,310,212,De Minaur A.,19,272,161,111,30,19,131,92,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,2.62,1.5,0
Cilic M.,100,853,543,310,119,65,424,245,Khachanov K.,11,378,217,161,44,38,173,123,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,2.0,1.8,1
Medvedev D.,3,406,289,117,69,27,220,90,Kyrgios N.,25,303,195,108,11,7,184,101,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,1.5,2.62,0
Mannarino A.,27,567,264,303,60,73,204,230,Sinner J.,8,224,153,71,42,19,111,52,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,6.0,1.12,0
Rune H.,6,131,83,48,28,9,55,39,Carreno Busta P.,16,352,214,138,33,25,181,113,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,2.75,1.44,0
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Norrie C.,13,287,172,115,15,18,157,97,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,3.0,1.4,0
Ruud C.,4,275,176,99,19,16,157,83,Molcan A.,120,86,45,41,1,6,44,35,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,1.33,3.4,1
Alcaraz C.,1,164,130,34,10,5,120,29,Paul T.,14,204,111,93,19,13,92,80,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,1.2,4.5,0
Ruusuvuori E.,55,158,79,79,16,18,63,61,Hurkacz H.,17,238,137,101,27,24,110,77,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,2.5,1.53,0
Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Goffin D.,123,522,296,226,66,52,230,174,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,3.0,1.4,1
Schwartzman D.,95,428,233,195,32,27,201,168,Davidovich Fokina A.,39,168,84,84,17,20,67,64,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,1.8,2.0,1
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Kecmanovic M.,40,210,107,103,12,16,95,87,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,2.2,1.66,1
Murray A.,44,932,687,245,132,47,555,198,Fritz T.,9,356,205,151,26,22,179,129,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,3.0,1.4,0
Bautista Agut R.,25,379,234,145,31,29,203,116,Brooksby J.,39,79,46,33,6,5,40,28,Canadian Open,Montreal,Outdoor,Hard,2022-08-10,1.72,2.1,1
Evans D.,30,251,124,127,18,16,106,111,Fritz T.,9,356,205,151,26,22,179,129,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,2.75,1.44,1
Norrie C.,13,287,172,115,15,18,157,97,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,2.1,1.72,0
Hurkacz H.,17,238,137,101,27,24,110,77,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,1.16,5.0,1
De Minaur A.,19,272,161,111,30,19,131,92,Kyrgios N.,25,303,195,108,11,7,184,101,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,3.0,1.4,0
Tsitsipas S.,5,390,264,126,49,32,215,94,Draper J.,55,51,29,22,2,3,27,19,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,1.28,3.75,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Nishioka Y.,31,215,99,116,15,15,84,101,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,1.33,3.4,1
Evans D.,30,251,124,127,18,16,106,111,Rublev A.,7,392,255,137,57,34,198,103,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,3.4,1.33,1
Ruud C.,4,275,176,99,19,16,157,83,Bautista Agut R.,25,379,234,145,31,29,203,116,Canadian Open,Montreal,Outdoor,Hard,2022-08-11,1.72,2.1,1
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Ruud C.,4,275,176,99,19,16,157,83,Canadian Open,Montreal,Outdoor,Hard,2022-08-12,1.53,2.5,0
Kyrgios N.,25,303,195,108,11,7,184,101,Hurkacz H.,17,238,137,101,27,24,110,77,Canadian Open,Montreal,Outdoor,Hard,2022-08-12,1.3,3.5,0
Paul T.,14,204,111,93,19,13,92,80,Evans D.,30,251,124,127,18,16,106,111,Canadian Open,Montreal,Outdoor,Hard,2022-08-12,1.57,2.37,0
Cilic M.,100,853,543,310,119,65,424,245,Paul T.,14,204,111,93,19,13,92,80,Canadian Open,Montreal,Outdoor,Hard,2022-08-12,1.66,2.2,0
Draper J.,55,51,29,22,2,3,27,19,Monfils G.,323,816,510,306,131,65,379,241,Canadian Open,Montreal,Outdoor,Hard,2022-08-12,2.1,1.72,1
Sinner J.,8,224,153,71,42,19,111,52,Carreno Busta P.,16,352,214,138,33,25,181,113,Canadian Open,Montreal,Outdoor,Hard,2022-08-12,1.5,2.62,0
Draper J.,55,51,29,22,2,3,27,19,Carreno Busta P.,16,352,214,138,33,25,181,113,Canadian Open,Montreal,Outdoor,Hard,2022-08-13,3.0,1.4,0
Hurkacz H.,17,238,137,101,27,24,110,77,Ruud C.,4,275,176,99,19,16,157,83,Canadian Open,Montreal,Outdoor,Hard,2022-08-13,1.9,1.9,1
Carreno Busta P.,16,352,214,138,33,25,181,113,Evans D.,30,251,124,127,18,16,106,111,Canadian Open,Montreal,Outdoor,Hard,2022-08-14,1.44,2.75,1
Carreno Busta P.,16,352,214,138,33,25,181,113,Hurkacz H.,17,238,137,101,27,24,110,77,Canadian Open,Montreal,Outdoor,Hard,2022-08-14,2.37,1.57,1
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Cressy M.,96,96,42,54,10,11,32,43,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-14,1.72,2.1,1
Norrie C.,13,287,172,115,15,18,157,97,Rune H.,6,131,83,48,28,9,55,39,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,1.25,4.0,1
Giron M.,69,150,68,82,20,14,48,68,Goffin D.,123,522,296,226,66,52,230,174,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,2.2,1.66,1
Murray A.,44,932,687,245,132,47,555,198,Wawrinka S.,72,854,535,319,84,69,451,250,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,1.5,2.62,1
Isner J.,114,755,465,290,53,45,412,245,Bonzi B.,107,83,37,46,10,13,27,33,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,1.61,2.3,1
Cilic M.,100,853,543,310,119,65,424,245,Munar J.,104,178,75,103,7,12,68,91,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,1.4,3.0,1
Cerundolo F.,21,104,58,46,3,7,55,39,Bautista Agut R.,25,379,234,145,31,29,203,116,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,3.2,1.36,0
Karatsev A.,75,136,66,70,10,22,56,48,Nakashima B.,70,106,57,49,6,5,51,44,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,2.75,1.44,1
Schwartzman D.,95,428,233,195,32,27,201,168,Molcan A.,120,86,45,41,1,6,44,35,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,1.66,2.2,1
Ruusuvuori E.,55,158,79,79,16,18,63,61,Wolf J.J.,45,75,39,36,8,6,31,30,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,1.53,2.5,1
Mcdonald M.,60,190,87,103,11,15,76,88,Basilashvili N.,118,301,138,163,26,34,112,129,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-15,1.36,3.2,1
Shelton B.,43,34,13,21,0,0,13,21,Sonego L.,43,221,107,114,19,17,88,97,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,2.37,1.57,1
Fritz T.,9,356,205,151,26,22,179,129,Baez S.,72,95,47,48,6,6,41,42,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,1.16,5.0,1
Kyrgios N.,25,303,195,108,11,7,184,101,Davidovich Fokina A.,39,168,84,84,17,20,67,64,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,1.2,4.5,1
Kecmanovic M.,40,210,107,103,12,16,95,87,Carreno Busta P.,16,352,214,138,33,25,181,113,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,2.1,1.72,1
Fognini F.,128,742,383,359,39,48,344,311,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,2.1,1.72,1
Laaksonen H.,125,101,37,64,7,16,30,48,De Minaur A.,19,272,161,111,30,19,131,92,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,9.0,1.07,0
Sinner J.,8,224,153,71,42,19,111,52,Kokkinakis T.,86,124,55,69,0,4,55,65,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,1.2,4.5,1
Coric B.,15,343,185,158,28,28,157,130,Musetti L.,18,143,79,64,12,12,67,52,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,2.37,1.57,1
Shapovalov D.,29,298,166,132,30,27,136,105,Dimitrov G.,20,651,389,262,79,50,310,212,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,2.1,1.72,1
Berrettini M.,38,217,142,75,14,11,128,64,Tiafoe F.,10,303,158,145,24,23,134,122,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,1.57,2.37,0
Korda S.,26,126,75,51,15,9,60,42,Khachanov K.,11,378,217,161,44,38,173,123,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,1.72,2.1,1
Brooksby J.,39,79,46,33,6,5,40,28,Paul T.,14,204,111,93,19,13,92,80,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-16,2.1,1.72,0
Hurkacz H.,17,238,137,101,27,24,110,77,Isner J.,114,755,465,290,53,45,412,245,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.5,2.62,0
Bautista Agut R.,25,379,234,145,31,29,203,116,Giron M.,69,150,68,82,20,14,48,68,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.4,3.0,1
Tsitsipas S.,5,390,264,126,49,32,215,94,Krajinovic F.,93,240,115,125,38,34,77,91,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.25,4.0,1
Fritz T.,9,356,205,151,26,22,179,129,Kyrgios N.,25,303,195,108,11,7,184,101,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,2.1,1.72,1
Kecmanovic M.,40,210,107,103,12,16,95,87,Sinner J.,8,224,153,71,42,19,111,52,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,3.2,1.36,0
Shapovalov D.,29,298,166,132,30,27,136,105,Paul T.,14,204,111,93,19,13,92,80,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,2.5,1.53,1
Rublev A.,7,392,255,137,57,34,198,103,Fognini F.,128,742,383,359,39,48,344,311,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.2,4.5,1
Ruud C.,4,275,176,99,19,16,157,83,Shelton B.,43,34,13,21,0,0,13,21,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.2,4.5,0
De Minaur A.,19,272,161,111,30,19,131,92,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,2.1,1.72,0
Karatsev A.,75,136,66,70,10,22,56,48,Schwartzman D.,95,428,233,195,32,27,201,168,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.9,1.9,0
Medvedev D.,3,406,289,117,69,27,220,90,Van De Zandschulp B.,44,117,63,54,11,11,52,43,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.14,5.5,1
Ruusuvuori E.,55,158,79,79,16,18,63,61,Cilic M.,100,853,543,310,119,65,424,245,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,2.37,1.57,0
Alcaraz C.,1,164,130,34,10,5,120,29,Mcdonald M.,60,190,87,103,11,15,76,88,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.12,6.0,1
Evans D.,30,251,124,127,18,16,106,111,Krajinovic F.,93,240,115,125,38,34,77,91,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.57,2.37,0
Norrie C.,13,287,172,115,15,18,157,97,Murray A.,44,932,687,245,132,47,555,198,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-17,1.36,3.2,1
Nadal R.,2,1223,1017,206,76,40,941,166,Coric B.,15,343,185,158,28,28,157,130,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-18,1.14,5.5,0
Korda S.,26,126,75,51,15,9,60,42,Tiafoe F.,10,303,158,145,24,23,134,122,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-18,2.1,1.72,1
Fritz T.,9,356,205,151,26,22,179,129,Rublev A.,7,392,255,137,57,34,198,103,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-18,1.44,2.75,1
Shapovalov D.,29,298,166,132,30,27,136,105,Medvedev D.,3,406,289,117,69,27,220,90,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-18,4.33,1.22,0
Tsitsipas S.,5,390,264,126,49,32,215,94,Schwartzman D.,95,428,233,195,32,27,201,168,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-18,1.28,3.75,1
Bautista Agut R.,25,379,234,145,31,29,203,116,Coric B.,15,343,185,158,28,28,157,130,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-18,1.44,2.75,0
Korda S.,26,126,75,51,15,9,60,42,Isner J.,114,755,465,290,53,45,412,245,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-18,1.57,2.37,0
Isner J.,114,755,465,290,53,45,412,245,Tsitsipas S.,5,390,264,126,49,32,215,94,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-19,3.2,1.36,0
Medvedev D.,3,406,289,117,69,27,220,90,Fritz T.,9,356,205,151,26,22,179,129,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-19,1.44,2.75,1
Cilic M.,100,853,543,310,119,65,424,245,Alcaraz C.,1,164,130,34,10,5,120,29,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-19,4.0,1.25,0
Auger-Aliassime F.,12,268,163,105,48,22,115,83,Sinner J.,8,224,153,71,42,19,111,52,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-19,2.0,1.8,1
Shelton B.,43,34,13,21,0,0,13,21,Norrie C.,13,287,172,115,15,18,157,97,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-19,3.0,1.4,0
Coric B.,15,343,185,158,28,28,157,130,Auger-Aliassime F.,12,268,163,105,48,22,115,83,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-20,2.62,1.5,1
Alcaraz C.,1,164,130,34,10,5,120,29,Norrie C.,13,287,172,115,15,18,157,97,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-20,1.3,3.5,0
Norrie C.,13,287,172,115,15,18,157,97,Coric B.,15,343,185,158,28,28,157,130,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-21,1.66,2.2,0
Medvedev D.,3,406,289,117,69,27,220,90,Tsitsipas S.,5,390,264,126,49,32,215,94,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-21,1.33,3.4,0
Coric B.,15,343,185,158,28,28,157,130,Tsitsipas S.,5,390,264,126,49,32,215,94,Western & Southern Financial Group Masters,Cincinnati,Outdoor,Hard,2022-08-21,2.37,1.57,1
Gasquet R.,48,948,581,367,133,82,448,285,Majchrzak K.,121,50,19,31,3,4,16,27,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-21,1.36,3.2,1
Kwon S.W.,68,108,53,55,12,6,41,49,Altmaier D.,51,79,28,51,1,5,27,46,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-21,1.57,2.37,1
Monteiro T.,121,171,69,102,9,11,60,91,Kudla D.,137,198,70,128,5,14,65,114,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-21,2.1,1.72,1
O Connell C.,74,65,26,39,0,0,26,39,Mannarino A.,27,567,264,303,60,73,204,230,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,1.9,1.9,0
Nava E.,242,13,2,11,0,0,2,11,Johnson S.,197,395,196,199,16,23,180,176,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,2.62,1.5,0
Tseng C.H.,145,9,1,8,0,0,1,8,Fucsovics M.,67,249,121,128,26,24,95,104,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,2.0,1.8,1
Coria F.,108,99,43,56,2,6,41,50,Ymer M.,59,130,58,72,18,23,40,49,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,4.5,1.2,0
Mochizuki S.,200,8,0,8,0,1,0,7,Tabilo A.,122,44,21,23,5,4,16,19,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,3.0,1.4,0
Daniel T.,111,178,67,111,3,10,64,101,Griekspoor T.,37,97,47,50,7,14,40,36,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,,,0
Lehecka J.,33,61,30,31,4,4,26,27,Gojowczyk P.,108,172,75,97,17,18,58,79,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,1.4,3.0,0
Millman J.,140,256,113,143,21,22,92,121,Gaston H.,109,58,24,34,5,9,19,25,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,1.53,2.5,1
Goffin D.,123,522,296,226,66,52,230,174,Djere L.,38,243,120,123,10,22,110,101,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,1.33,3.4,0
Duckworth J.,123,143,55,88,10,9,45,79,Kokkinakis T.,86,124,55,69,0,4,55,65,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-22,3.2,1.36,1
Edmund K.,473,233,113,120,19,10,94,110,Bonzi B.,107,83,37,46,10,13,27,33,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,3.75,1.28,0
Martinez P.,135,118,50,68,7,6,43,62,Johnson S.,197,395,196,199,16,23,180,176,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,2.3,1.61,0
Mannarino A.,27,567,264,303,60,73,204,230,Ruusuvuori E.,55,158,79,79,16,18,63,61,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,2.75,1.44,1
Duckworth J.,123,143,55,88,10,9,45,79,Cressy M.,96,96,42,54,10,11,32,43,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,2.75,1.44,0
Millman J.,140,256,113,143,21,22,92,121,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.61,2.3,0
Kwon S.W.,68,108,53,55,12,6,41,49,Kubler J.,77,53,24,29,0,1,24,28,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,2.1,1.72,0
Sousa J.,147,436,189,247,42,44,147,203,Djere L.,38,243,120,123,10,22,110,101,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,2.3,1.61,0
Ivashka I.,113,159,78,81,19,18,59,63,Gojowczyk P.,108,172,75,97,17,18,58,79,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.2,4.5,1
Musetti L.,18,143,79,64,12,12,67,52,Gasquet R.,48,948,581,367,133,82,448,285,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.57,2.37,0
Monteiro T.,121,171,69,102,9,11,60,91,Basilashvili N.,118,301,138,163,26,34,112,129,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.44,2.75,1
Fognini F.,128,742,383,359,39,48,344,311,Lajovic D.,66,378,163,215,21,36,142,179,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,1.57,2.37,1
Pervolarakis M.,377,1,0,1,0,0,0,1,Edmund K.,473,233,113,120,19,10,94,110,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,4.5,1.2,0
Wolf J.J.,45,75,39,36,8,6,31,30,Thiem D.,116,517,327,190,53,39,274,151,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-23,2.0,1.8,0
Cressy M.,96,96,42,54,10,11,32,43,Sonego L.,43,221,107,114,19,17,88,97,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.57,2.37,1
Van De Zandschulp B.,44,117,63,54,11,11,52,43,Munar J.,104,178,75,103,7,12,68,91,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.57,2.37,1
Mannarino A.,27,567,264,303,60,73,204,230,Ramos-Vinolas A.,82,437,204,233,17,31,187,202,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.72,2.1,1
Johnson S.,197,395,196,199,16,23,180,176,Gasquet R.,48,948,581,367,133,82,448,285,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.9,1.9,0
Tabilo A.,122,44,21,23,5,4,16,19,Sonego L.,43,221,107,114,19,17,88,97,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,3.4,1.33,0
Djere L.,38,243,120,123,10,22,110,101,Kubler J.,77,53,24,29,0,1,24,28,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,2.5,1.53,1
Griekspoor T.,37,97,47,50,7,14,40,36,Van De Zandschulp B.,44,117,63,54,11,11,52,43,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,2.5,1.53,0
Huesler M.A.,88,58,21,37,8,8,13,29,Ymer M.,59,130,58,72,18,23,40,49,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,3.2,1.36,1
Draper J.,55,51,29,22,2,3,27,19,Fognini F.,128,742,383,359,39,48,344,311,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.44,2.75,1
Thiem D.,116,517,327,190,53,39,274,151,Dimitrov G.,20,651,389,262,79,50,310,212,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,2.3,1.61,1
Munar J.,104,178,75,103,7,12,68,91,Tseng C.H.,145,9,1,8,0,0,1,8,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-24,1.53,2.5,1
Monteiro T.,121,171,69,102,9,11,60,91,Bonzi B.,107,83,37,46,10,13,27,33,Winston-Salem Open at Wake Forest University,Winston-Salem,Outdoor,Hard,2022-08-25,2.5,1.53,0
