player1_name,player1_atprank,player1_games,player1_wins,player1_loses,player2_name,player2_atprank,player2_games,player2_wins,player2_loses,match_date,match_location,match_tournament,match_surface,match_odd_player1,match_odd_player2,winner_player1
Gombos N.,114,66,21,45,Alcaraz C.,1,164,130,34,2022-07-28,Umag,Croatia Open,Clay,11.0,1.05,0
Carballes Baena R.,64,207,91,116,Sinner J.,8,224,153,71,2022-07-29,Umag,Croatia Open,Clay,5.0,1.16,0
Zapata Miralles B.,54,80,32,48,Zeppieri G.,129,13,4,9,2022-07-29,Umag,Croatia Open,Clay,1.57,2.37,0
Agamenone F.,136,5,3,2,Cecchinato M.,108,204,79,125,2022-07-29,Umag,Croatia Open,Clay,2.37,1.57,1
Alcaraz C.,1,164,130,34,Bagnis F.,135,121,39,82,2022-07-29,Umag,Croatia Open,Clay,1.07,9.0,1
Isner J.,114,755,465,290,Shelton B.,43,34,13,21,2022-07-29,Atlanta,Atlanta Open,Hard,1.36,3.2,1
Misolic F.,158,11,6,5,Lajovic D.,66,378,163,215,2022-07-29,Kitzbuhel,Generali Open,Clay,3.0,1.4,1
Nakashima B.,70,106,57,49,Tiafoe F.,10,303,158,145,2022-07-29,Atlanta,Atlanta Open,Hard,2.0,1.8,0
Bautista Agut R.,25,379,234,145,Ramos-Vinolas A.,82,437,204,233,2022-07-29,Kitzbuhel,Generali Open,Clay,1.8,2.0,1
Duckworth J.,123,143,55,88,De Minaur A.,19,272,161,111,2022-07-29,Atlanta,Atlanta Open,Hard,3.5,1.3,0
Mannarino A.,27,567,264,303,De Minaur A.,19,272,161,111,2022-07-29,Atlanta,Atlanta Open,Hard,4.0,1.25,0
Ivashka I.,113,159,78,81,Paul T.,14,204,111,93,2022-07-29,Atlanta,Atlanta Open,Hard,2.62,1.5,1
Sinner J.,8,224,153,71,Agamenone F.,136,5,3,2,2022-07-30,Umag,Croatia Open,Clay,1.1,7.0,1
Hanfmann Y.,50,99,50,49,Misolic F.,158,11,6,5,2022-07-30,Kitzbuhel,Generali Open,Clay,1.5,2.62,0
Isner J.,114,755,465,290,Brooksby J.,39,79,46,33,2022-07-30,Atlanta,Atlanta Open,Hard,2.37,1.57,0
De Minaur A.,19,272,161,111,Ivashka I.,113,159,78,81,2022-07-30,Atlanta,Atlanta Open,Hard,1.53,2.5,1
Misolic F.,158,11,6,5,Bautista Agut R.,25,379,234,145,2022-07-30,Kitzbuhel,Generali Open,Clay,3.5,1.3,0
Alcaraz C.,1,164,130,34,Zeppieri G.,129,13,4,9,2022-07-30,Umag,Croatia Open,Clay,1.07,9.0,1
Brooksby J.,39,79,46,33,De Minaur A.,19,272,161,111,2022-07-31,Atlanta,Atlanta Open,Hard,1.72,2.1,0
Tiafoe F.,10,303,158,145,Brooksby J.,39,79,46,33,2022-07-31,Atlanta,Atlanta Open,Hard,2.1,1.72,0
Alcaraz C.,1,164,130,34,Sinner J.,8,224,153,71,2022-07-31,Umag,Croatia Open,Clay,1.61,2.3,0
Mannarino A.,27,567,264,303,Klahn B.,797,56,13,43,2022-08-01,Washington,Citi Open,Hard,1.16,5.0,1
Mmoh M.,112,55,20,35,Kudla D.,137,198,70,128,2022-08-01,Washington,Citi Open,Hard,2.2,1.66,0
Koepfer D.,84,86,38,48,Kwon S.W.,68,108,53,55,2022-08-01,Washington,Citi Open,Hard,2.1,1.72,1
Watanuki Y.,99,25,11,14,Edmund K.,473,233,113,120,2022-08-01,Washington,Citi Open,Hard,1.66,2.2,0
Ymer M.,59,130,58,72,Murray A.,44,932,687,245,2022-08-01,Washington,Citi Open,Hard,3.5,1.3,1
Wu T.L.,175,6,1,5,Popyrin A.,90,140,59,81,2022-08-01,Washington,Citi Open,Hard,2.5,1.53,0
Draper J.,55,51,29,22,Kozlov S.,108,35,9,26,2022-08-01,Washington,Citi Open,Hard,1.2,4.5,1
Wolf J.J.,45,75,39,36,Daniel T.,111,178,67,111,2022-08-01,Washington,Citi Open,Hard,2.75,1.44,1
Duckworth J.,123,143,55,88,Gojo B.,115,14,3,11,2022-08-01,Washington,Citi Open,Hard,1.57,2.37,0
Brooksby J.,39,79,46,33,Nishioka Y.,31,215,99,116,2022-08-02,Washington,Citi Open,Hard,1.33,3.4,0
Berankis R.,212,249,104,145,Halys Q.,79,72,23,49,2022-08-02,Los Cabos,Los Cabos Open,Hard,2.3,1.61,1
Pacheco Mendez R.,817,3,0,3,Hijikata R.,110,16,7,9,2022-08-02,Los Cabos,Los Cabos Open,Hard,10.0,1.06,0
Chappell N.,432,2,0,2,Tseng C. H.,108,8,2,6,2022-08-02,Los Cabos,Los Cabos Open,Hard,5.0,1.16,0
Purcell M.,78,28,9,19,Laaksonen H.,125,101,37,64,2022-08-02,Los Cabos,Los Cabos Open,Hard,1.44,2.75,1
Draper J.,55,51,29,22,Rublev A.,7,392,255,137,2022-08-02,Washington,Citi Open,Hard,3.2,1.36,0
Evans D.,30,251,124,127,Edmund K.,473,233,113,120,2022-08-02,Washington,Citi Open,Hard,1.44,2.75,1
Goffin D.,123,522,296,226,Sock J.,166,324,177,147,2022-08-02,Washington,Citi Open,Hard,1.57,2.37,0
Ivashka I.,113,159,78,81,Korda S.,26,126,75,51,2022-08-02,Washington,Citi Open,Hard,1.9,1.9,0
Mcdonald M.,60,190,87,103,Ruusuvuori E.,55,158,79,79,2022-08-02,Washington,Citi Open,Hard,2.2,1.66,0
Eubanks C.,29,64,28,36,Bonzi B.,107,83,37,46,2022-08-02,Washington,Citi Open,Hard,2.37,1.57,1
Gojowczyk P.,108,172,75,97,Paire B.,149,527,237,290,2022-08-02,Washington,Citi Open,Hard,1.61,2.3,0
Cressy M.,96,96,42,54,Sock J.,166,324,177,147,2022-08-03,Washington,Citi Open,Hard,1.57,2.37,1
Wolf J.J.,45,75,39,36,Shapovalov D.,29,298,166,132,2022-08-03,Washington,Citi Open,Hard,2.62,1.5,1
Nishioka Y.,31,215,99,116,De Minaur A.,19,272,161,111,2022-08-03,Washington,Citi Open,Hard,3.2,1.36,1
Giron M.,69,150,68,82,Kyrgios N.,25,303,195,108,2022-08-03,Washington,Citi Open,Hard,4.0,1.25,0
Gojo B.,115,14,3,11,Van De Zandschulp B.,44,117,63,54,2022-08-03,Washington,Citi Open,Hard,3.5,1.3,0
Koepfer D.,84,86,38,48,Khachanov K.,11,378,217,161,2022-08-03,Washington,Citi Open,Hard,3.2,1.36,0
Paire B.,149,527,237,290,Rune H.,6,131,83,48,2022-08-03,Washington,Citi Open,Hard,3.4,1.33,0
Ruusuvuori E.,55,158,79,79,Hurkacz H.,17,238,137,101,2022-08-03,Washington,Citi Open,Hard,2.62,1.5,1
Karatsev A.,75,136,66,70,Ymer M.,59,130,58,72,2022-08-03,Washington,Citi Open,Hard,1.72,2.1,0
Popyrin A.,90,140,59,81,Fritz T.,9,356,205,151,2022-08-03,Washington,Citi Open,Hard,5.0,1.16,0
Baez S.,72,95,47,48,Korda S.,26,126,75,51,2022-08-03,Washington,Citi Open,Hard,3.2,1.36,0
Mannarino A.,27,567,264,303,Dimitrov G.,20,651,389,262,2022-08-03,Washington,Citi Open,Hard,2.37,1.57,0
Johnson S.,197,395,196,199,Villanueva G.,279,1,0,1,2022-08-03,Los Cabos,Los Cabos Open,Hard,1.12,6.0,1
Kubler J.,77,53,24,29,Etcheverry T.,34,60,26,34,2022-08-03,Los Cabos,Los Cabos Open,Hard,1.3,3.5,1
Bagnis F.,135,121,39,82,Escobedo E.,377,57,20,37,2022-08-03,Los Cabos,Los Cabos Open,Hard,2.1,1.72,1
Hernandez A.,521,5,1,4,Barrientos N.,354,4,0,4,2022-08-03,Los Cabos,Los Cabos Open,Hard,,,1
Lopez F.,634,863,441,422,Albot R.,97,215,86,129,2022-08-03,Los Cabos,Los Cabos Open,Hard,4.0,1.25,0
Nakashima B.,70,106,57,49,Uchida K.,155,4,1,3,2022-08-03,Los Cabos,Los Cabos Open,Hard,1.08,8.0,1
Thompson J.,71,221,96,125,Hanfmann Y.,50,99,50,49,2022-08-03,Los Cabos,Los Cabos Open,Hard,1.57,2.37,1
Kokkinakis T.,86,124,55,69,Verdasco F.,244,962,537,425,2022-08-03,Los Cabos,Los Cabos Open,Hard,1.4,3.0,1
Fritz T.,9,356,205,151,Evans D.,30,251,124,127,2022-08-04,Washington,Citi Open,Hard,1.3,3.5,0
Ruusuvuori E.,55,158,79,79,Ymer M.,59,130,58,72,2022-08-04,Washington,Citi Open,Hard,1.4,3.0,0
Kyrgios N.,25,303,195,108,Paul T.,14,204,111,93,2022-08-04,Washington,Citi Open,Hard,1.4,3.0,1
Opelka R.,17,168,88,80,Kudla D.,137,198,70,128,2022-08-04,Washington,Citi Open,Hard,1.44,2.75,1
Eubanks C.,29,64,28,36,Tiafoe F.,10,303,158,145,2022-08-04,Washington,Citi Open,Hard,3.0,1.4,0
Nishioka Y.,31,215,99,116,Khachanov K.,11,378,217,161,2022-08-04,Washington,Citi Open,Hard,2.75,1.44,1
Purcell M.,78,28,9,19,Nakashima B.,70,106,57,49,2022-08-04,Los Cabos,Los Cabos Open,Hard,4.0,1.25,0
Hernandez A.,521,5,1,4,Auger-Aliassime F.,12,268,163,105,2022-08-04,Los Cabos,Los Cabos Open,Hard,19.0,1.02,0
Albot R.,97,215,86,129,Kubler J.,77,53,24,29,2022-08-04,Los Cabos,Los Cabos Open,Hard,2.75,1.44,1
Bagnis F.,135,121,39,82,Berankis R.,212,249,104,145,2022-08-04,Los Cabos,Los Cabos Open,Hard,2.62,1.5,0
Kokkinakis T.,86,124,55,69,Johnson S.,197,395,196,199,2022-08-04,Los Cabos,Los Cabos Open,Hard,1.57,2.37,0
Medvedev D.,3,406,289,117,Hijikata R.,110,16,7,9,2022-08-04,Los Cabos,Los Cabos Open,Hard,1.05,11.0,1
Norrie C.,13,287,172,115,Tseng C. H.,108,8,2,6,2022-08-04,Los Cabos,Los Cabos Open,Hard,1.1,7.0,1
Kecmanovic M.,40,210,107,103,Thompson J.,71,221,96,125,2022-08-04,Los Cabos,Los Cabos Open,Hard,1.44,2.75,1
Dimitrov G.,20,651,389,262,Korda S.,26,126,75,51,2022-08-05,Washington,Citi Open,Hard,2.5,1.53,0
Van De Zandschulp B.,44,117,63,54,Tiafoe F.,10,303,158,145,2022-08-05,Washington,Citi Open,Hard,2.2,1.66,0
Cressy M.,96,96,42,54,Rublev A.,7,392,255,137,2022-08-05,Washington,Citi Open,Hard,2.75,1.44,0
Rune H.,6,131,83,48,Wolf J.J.,45,75,39,36,2022-08-05,Washington,Citi Open,Hard,1.9,1.9,0
Albot R.,97,215,86,129,Norrie C.,13,287,172,115,2022-08-05,Los Cabos,Los Cabos Open,Hard,6.5,1.11,0
Berankis R.,212,249,104,145,Medvedev D.,3,406,289,117,2022-08-05,Los Cabos,Los Cabos Open,Hard,8.0,1.08,0
Johnson S.,197,395,196,199,Auger-Aliassime F.,12,268,163,105,2022-08-05,Los Cabos,Los Cabos Open,Hard,4.0,1.25,0
Kecmanovic M.,40,210,107,103,Nakashima B.,70,106,57,49,2022-08-05,Los Cabos,Los Cabos Open,Hard,2.0,1.8,1
Kyrgios N.,25,303,195,108,Opelka R.,17,168,88,80,2022-08-05,Washington,Citi Open,Hard,1.33,3.4,1
Evans D.,30,251,124,127,Nishioka Y.,31,215,99,116,2022-08-05,Washington,Citi Open,Hard,1.8,2.0,0
Kyrgios N.,25,303,195,108,Tiafoe F.,10,303,158,145,2022-08-06,Washington,Citi Open,Hard,1.36,3.2,1
Ymer M.,59,130,58,72,Korda S.,26,126,75,51,2022-08-06,Washington,Citi Open,Hard,3.2,1.36,1
Wolf J.J.,45,75,39,36,Rublev A.,7,392,255,137,2022-08-06,Washington,Citi Open,Hard,5.0,1.16,0
Auger-Aliassime F.,12,268,163,105,Norrie C.,13,287,172,115,2022-08-06,Los Cabos,Los Cabos Open,Hard,1.8,2.0,0
Medvedev D.,3,406,289,117,Kecmanovic M.,40,210,107,103,2022-08-06,Los Cabos,Los Cabos Open,Hard,1.2,4.5,1
Norrie C.,13,287,172,115,Medvedev D.,3,406,289,117,2022-08-07,Los Cabos,Los Cabos Open,Hard,3.4,1.33,0
Kyrgios N.,25,303,195,108,Ymer M.,59,130,58,72,2022-08-07,Washington,Citi Open,Hard,1.16,5.0,1
Rublev A.,7,392,255,137,Nishioka Y.,31,215,99,116,2022-08-07,Washington,Citi Open,Hard,1.2,4.5,0
Kyrgios N.,25,303,195,108,Nishioka Y.,31,215,99,116,2022-08-07,Washington,Citi Open,Hard,1.16,5.0,1
Ruusuvuori E.,55,158,79,79,Wawrinka S.,72,854,535,319,2022-08-08,Montreal,Canadian Open,Hard,1.3,3.5,1
Brooksby J.,39,79,46,33,Bublik A.,25,219,110,109,2022-08-08,Montreal,Canadian Open,Hard,1.57,2.37,1
Khachanov K.,11,378,217,161,Cerundolo F.,21,104,58,46,2022-08-08,Montreal,Canadian Open,Hard,1.44,2.75,1
Mcdonald M.,60,190,87,103,Molcan A.,120,86,45,41,2022-08-08,Montreal,Canadian Open,Hard,1.66,2.2,0
De Minaur A.,19,272,161,111,Shapovalov D.,29,298,166,132,2022-08-09,Montreal,Canadian Open,Hard,1.66,2.2,1
Paire B.,149,527,237,290,Nishioka Y.,31,215,99,116,2022-08-09,Montreal,Canadian Open,Hard,2.37,1.57,0
Norrie C.,13,287,172,115,Nakashima B.,70,106,57,49,2022-08-09,Montreal,Canadian Open,Hard,1.5,2.62,1
Bautista Agut R.,25,379,234,145,Giron M.,69,150,68,82,2022-08-09,Montreal,Canadian Open,Hard,1.3,3.5,1
Bonzi B.,107,83,37,46,Tiafoe F.,10,303,158,145,2022-08-09,Montreal,Canadian Open,Hard,2.75,1.44,0
Fognini F.,128,742,383,359,Rune H.,6,131,83,48,2022-08-09,Montreal,Canadian Open,Hard,2.1,1.72,0
Baez S.,72,95,47,48,Kyrgios N.,25,303,195,108,2022-08-09,Montreal,Canadian Open,Hard,5.0,1.16,0
Draper J.,55,51,29,22,Gaston H.,109,58,24,34,2022-08-09,Montreal,Canadian Open,Hard,1.33,3.4,1
Dimitrov G.,20,651,389,262,Galarneau A.,237,1,0,1,2022-08-09,Montreal,Canadian Open,Hard,1.14,5.5,1
Rinderknech A.,67,96,46,50,Mannarino A.,27,567,264,303,2022-08-09,Montreal,Canadian Open,Hard,2.2,1.66,0
Krajinovic F.,93,240,115,125,Evans D.,30,251,124,127,2022-08-09,Montreal,Canadian Open,Hard,2.2,1.66,0
Monfils G.,323,816,510,306,Martinez P.,135,118,50,68,2022-08-09,Montreal,Canadian Open,Hard,1.57,2.37,1
Coric B.,15,343,185,158,Cilic M.,100,853,543,310,2022-08-09,Montreal,Canadian Open,Hard,2.62,1.5,0
Karatsev A.,75,136,66,70,Cressy M.,96,96,42,54,2022-08-09,Montreal,Canadian Open,Hard,2.37,1.57,0
Pospisil V.,99,280,122,158,Paul T.,14,204,111,93,2022-08-09,Montreal,Canadian Open,Hard,4.0,1.25,0
Berrettini M.,38,217,142,75,Carreno Busta P.,16,352,214,138,2022-08-09,Montreal,Canadian Open,Hard,1.36,3.2,0
Ramos-Vinolas A.,82,437,204,233,Schwartzman D.,95,428,233,195,2022-08-10,Montreal,Canadian Open,Hard,3.0,1.4,1
Tiafoe F.,10,303,158,145,Fritz T.,9,356,205,151,2022-08-10,Montreal,Canadian Open,Hard,2.75,1.44,0
Monfils G.,323,816,510,306,Cressy M.,96,96,42,54,2022-08-10,Montreal,Canadian Open,Hard,2.1,1.72,1
Dimitrov G.,20,651,389,262,De Minaur A.,19,272,161,111,2022-08-10,Montreal,Canadian Open,Hard,2.62,1.5,0
Khachanov K.,11,378,217,161,Cilic M.,100,853,543,310,2022-08-10,Montreal,Canadian Open,Hard,1.8,2.0,0
Kyrgios N.,25,303,195,108,Medvedev D.,3,406,289,117,2022-08-10,Montreal,Canadian Open,Hard,2.62,1.5,1
Sinner J.,8,224,153,71,Mannarino A.,27,567,264,303,2022-08-10,Montreal,Canadian Open,Hard,1.12,6.0,1
Rune H.,6,131,83,48,Carreno Busta P.,16,352,214,138,2022-08-10,Montreal,Canadian Open,Hard,2.75,1.44,0
Van De Zandschulp B.,44,117,63,54,Norrie C.,13,287,172,115,2022-08-10,Montreal,Canadian Open,Hard,3.0,1.4,0
Ruud C.,4,275,176,99,Molcan A.,120,86,45,41,2022-08-10,Montreal,Canadian Open,Hard,1.33,3.4,1
Paul T.,14,204,111,93,Alcaraz C.,1,164,130,34,2022-08-10,Montreal,Canadian Open,Hard,4.5,1.2,1
Ruusuvuori E.,55,158,79,79,Hurkacz H.,17,238,137,101,2022-08-10,Montreal,Canadian Open,Hard,2.5,1.53,0
Ramos-Vinolas A.,82,437,204,233,Goffin D.,123,522,296,226,2022-08-10,Montreal,Canadian Open,Hard,3.0,1.4,1
Davidovich Fokina A.,39,168,84,84,Schwartzman D.,95,428,233,195,2022-08-10,Montreal,Canadian Open,Hard,2.0,1.8,0
Van De Zandschulp B.,44,117,63,54,Kecmanovic M.,40,210,107,103,2022-08-10,Montreal,Canadian Open,Hard,2.2,1.66,1
Fritz T.,9,356,205,151,Murray A.,44,932,687,245,2022-08-10,Montreal,Canadian Open,Hard,1.4,3.0,1
Brooksby J.,39,79,46,33,Bautista Agut R.,25,379,234,145,2022-08-10,Montreal,Canadian Open,Hard,2.1,1.72,0
Evans D.,30,251,124,127,Fritz T.,9,356,205,151,2022-08-11,Montreal,Canadian Open,Hard,2.75,1.44,1
Auger-Aliassime F.,12,268,163,105,Norrie C.,13,287,172,115,2022-08-11,Montreal,Canadian Open,Hard,1.72,2.1,1
Ramos-Vinolas A.,82,437,204,233,Hurkacz H.,17,238,137,101,2022-08-11,Montreal,Canadian Open,Hard,5.0,1.16,0
De Minaur A.,19,272,161,111,Kyrgios N.,25,303,195,108,2022-08-11,Montreal,Canadian Open,Hard,3.0,1.4,0
Draper J.,55,51,29,22,Tsitsipas S.,5,390,264,126,2022-08-11,Montreal,Canadian Open,Hard,3.75,1.28,1
Auger-Aliassime F.,12,268,163,105,Nishioka Y.,31,215,99,116,2022-08-11,Montreal,Canadian Open,Hard,1.33,3.4,1
Rublev A.,7,392,255,137,Evans D.,30,251,124,127,2022-08-11,Montreal,Canadian Open,Hard,1.33,3.4,0
Ruud C.,4,275,176,99,Bautista Agut R.,25,379,234,145,2022-08-11,Montreal,Canadian Open,Hard,1.72,2.1,1
Auger-Aliassime F.,12,268,163,105,Ruud C.,4,275,176,99,2022-08-12,Montreal,Canadian Open,Hard,1.53,2.5,0
Kyrgios N.,25,303,195,108,Hurkacz H.,17,238,137,101,2022-08-12,Montreal,Canadian Open,Hard,1.3,3.5,0
Evans D.,30,251,124,127,Paul T.,14,204,111,93,2022-08-12,Montreal,Canadian Open,Hard,2.37,1.57,1
Cilic M.,100,853,543,310,Paul T.,14,204,111,93,2022-08-12,Montreal,Canadian Open,Hard,1.66,2.2,0
Draper J.,55,51,29,22,Monfils G.,323,816,510,306,2022-08-12,Montreal,Canadian Open,Hard,2.1,1.72,1
Carreno Busta P.,16,352,214,138,Sinner J.,8,224,153,71,2022-08-12,Montreal,Canadian Open,Hard,2.62,1.5,1
Draper J.,55,51,29,22,Carreno Busta P.,16,352,214,138,2022-08-13,Montreal,Canadian Open,Hard,3.0,1.4,0
Ruud C.,4,275,176,99,Hurkacz H.,17,238,137,101,2022-08-13,Montreal,Canadian Open,Hard,1.9,1.9,0
Carreno Busta P.,16,352,214,138,Evans D.,30,251,124,127,2022-08-14,Montreal,Canadian Open,Hard,1.44,2.75,1
Hurkacz H.,17,238,137,101,Carreno Busta P.,16,352,214,138,2022-08-14,Montreal,Canadian Open,Hard,1.57,2.37,0
Cressy M.,96,96,42,54,Van De Zandschulp B.,44,117,63,54,2022-08-14,Cincinnati,Western & Southern Financial Group Masters,Hard,2.1,1.72,0
Rune H.,6,131,83,48,Norrie C.,13,287,172,115,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,4.0,1.25,0
Goffin D.,123,522,296,226,Giron M.,69,150,68,82,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,1.66,2.2,0
Murray A.,44,932,687,245,Wawrinka S.,72,854,535,319,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,1.5,2.62,1
Bonzi B.,107,83,37,46,Isner J.,114,755,465,290,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,2.3,1.61,0
Munar J.,104,178,75,103,Cilic M.,100,853,543,310,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,3.0,1.4,0
Cerundolo F.,21,104,58,46,Bautista Agut R.,25,379,234,145,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,3.2,1.36,0
Nakashima B.,70,106,57,49,Karatsev A.,75,136,66,70,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,1.44,2.75,0
Schwartzman D.,95,428,233,195,Molcan A.,120,86,45,41,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,1.66,2.2,1
Wolf J.J.,45,75,39,36,Ruusuvuori E.,55,158,79,79,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,2.5,1.53,0
Basilashvili N.,118,301,138,163,Mcdonald M.,60,190,87,103,2022-08-15,Cincinnati,Western & Southern Financial Group Masters,Hard,3.2,1.36,0
Shelton B.,43,34,13,21,Sonego L.,43,221,107,114,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,2.37,1.57,1
Baez S.,72,95,47,48,Fritz T.,9,356,205,151,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,5.0,1.16,0
Davidovich Fokina A.,39,168,84,84,Kyrgios N.,25,303,195,108,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,4.5,1.2,0
Carreno Busta P.,16,352,214,138,Kecmanovic M.,40,210,107,103,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,1.72,2.1,0
Fognini F.,128,742,383,359,Ramos-Vinolas A.,82,437,204,233,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,2.1,1.72,1
Laaksonen H.,125,101,37,64,De Minaur A.,19,272,161,111,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,9.0,1.07,0
Kokkinakis T.,86,124,55,69,Sinner J.,8,224,153,71,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,4.5,1.2,0
Coric B.,15,343,185,158,Musetti L.,18,143,79,64,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,2.37,1.57,1
Shapovalov D.,29,298,166,132,Dimitrov G.,20,651,389,262,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,2.1,1.72,1
Berrettini M.,38,217,142,75,Tiafoe F.,10,303,158,145,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,1.57,2.37,0
Khachanov K.,11,378,217,161,Korda S.,26,126,75,51,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,2.1,1.72,0
Brooksby J.,39,79,46,33,Paul T.,14,204,111,93,2022-08-16,Cincinnati,Western & Southern Financial Group Masters,Hard,2.1,1.72,0
Hurkacz H.,17,238,137,101,Isner J.,114,755,465,290,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.5,2.62,0
Bautista Agut R.,25,379,234,145,Giron M.,69,150,68,82,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.4,3.0,1
Tsitsipas S.,5,390,264,126,Krajinovic F.,93,240,115,125,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.25,4.0,1
Fritz T.,9,356,205,151,Kyrgios N.,25,303,195,108,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,2.1,1.72,1
Sinner J.,8,224,153,71,Kecmanovic M.,40,210,107,103,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.36,3.2,1
Paul T.,14,204,111,93,Shapovalov D.,29,298,166,132,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.53,2.5,0
Rublev A.,7,392,255,137,Fognini F.,128,742,383,359,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.2,4.5,1
Shelton B.,43,34,13,21,Ruud C.,4,275,176,99,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,4.5,1.2,1
Auger-Aliassime F.,12,268,163,105,De Minaur A.,19,272,161,111,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.72,2.1,1
Karatsev A.,75,136,66,70,Schwartzman D.,95,428,233,195,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.9,1.9,0
Medvedev D.,3,406,289,117,Van De Zandschulp B.,44,117,63,54,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.14,5.5,1
Ruusuvuori E.,55,158,79,79,Cilic M.,100,853,543,310,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,2.37,1.57,0
Mcdonald M.,60,190,87,103,Alcaraz C.,1,164,130,34,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,6.0,1.12,0
Evans D.,30,251,124,127,Krajinovic F.,93,240,115,125,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.57,2.37,0
Norrie C.,13,287,172,115,Murray A.,44,932,687,245,2022-08-17,Cincinnati,Western & Southern Financial Group Masters,Hard,1.36,3.2,1
Coric B.,15,343,185,158,Nadal R.,2,1223,1017,206,2022-08-18,Cincinnati,Western & Southern Financial Group Masters,Hard,5.5,1.14,1
Korda S.,26,126,75,51,Tiafoe F.,10,303,158,145,2022-08-18,Cincinnati,Western & Southern Financial Group Masters,Hard,2.1,1.72,1
Rublev A.,7,392,255,137,Fritz T.,9,356,205,151,2022-08-18,Cincinnati,Western & Southern Financial Group Masters,Hard,2.75,1.44,0
Medvedev D.,3,406,289,117,Shapovalov D.,29,298,166,132,2022-08-18,Cincinnati,Western & Southern Financial Group Masters,Hard,1.22,4.33,1
Schwartzman D.,95,428,233,195,Tsitsipas S.,5,390,264,126,2022-08-18,Cincinnati,Western & Southern Financial Group Masters,Hard,3.75,1.28,0
Coric B.,15,343,185,158,Bautista Agut R.,25,379,234,145,2022-08-18,Cincinnati,Western & Southern Financial Group Masters,Hard,2.75,1.44,1
Isner J.,114,755,465,290,Korda S.,26,126,75,51,2022-08-18,Cincinnati,Western & Southern Financial Group Masters,Hard,2.37,1.57,1
Isner J.,114,755,465,290,Tsitsipas S.,5,390,264,126,2022-08-19,Cincinnati,Western & Southern Financial Group Masters,Hard,3.2,1.36,0
Medvedev D.,3,406,289,117,Fritz T.,9,356,205,151,2022-08-19,Cincinnati,Western & Southern Financial Group Masters,Hard,1.44,2.75,1
Cilic M.,100,853,543,310,Alcaraz C.,1,164,130,34,2022-08-19,Cincinnati,Western & Southern Financial Group Masters,Hard,4.0,1.25,0
Auger-Aliassime F.,12,268,163,105,Sinner J.,8,224,153,71,2022-08-19,Cincinnati,Western & Southern Financial Group Masters,Hard,2.0,1.8,1
Shelton B.,43,34,13,21,Norrie C.,13,287,172,115,2022-08-19,Cincinnati,Western & Southern Financial Group Masters,Hard,3.0,1.4,0
Auger-Aliassime F.,12,268,163,105,Coric B.,15,343,185,158,2022-08-20,Cincinnati,Western & Southern Financial Group Masters,Hard,1.5,2.62,0
Norrie C.,13,287,172,115,Alcaraz C.,1,164,130,34,2022-08-20,Cincinnati,Western & Southern Financial Group Masters,Hard,3.5,1.3,1
Norrie C.,13,287,172,115,Coric B.,15,343,185,158,2022-08-21,Cincinnati,Western & Southern Financial Group Masters,Hard,1.66,2.2,0
Tsitsipas S.,5,390,264,126,Medvedev D.,3,406,289,117,2022-08-21,Cincinnati,Western & Southern Financial Group Masters,Hard,3.4,1.33,1
