player1_name,player1_atprank,player1_games,player1_wins,player1_loses,player2_name,player2_atprank,player2_games,player2_wins,player2_loses,match_date,match_location,match_tournament,match_surface,match_odd_player1,match_odd_player2,winner_player1
Caruso S.,146,63,19,44,Laaksonen H.,125,101,37,64,2021-02-09,Melbourne,Australian Open,Hard,1.57,2.37,1
Troicki V.,230,525,269,256,Mmoh M.,112,55,20,35,2021-02-09,Melbourne,Australian Open,Hard,2.2,1.66,0
Carballes Baena R.,64,207,91,116,Balazs A.,745,33,16,17,2021-02-09,Melbourne,Australian Open,Hard,1.08,8.0,1
Querrey S.,287,678,369,309,Sonego L.,43,221,107,114,2021-02-09,Melbourne,Australian Open,Hard,2.0,1.8,0
Vilella Martinez M.,167,10,4,6,Machac T.,108,18,6,12,2021-02-09,Melbourne,Australian Open,Hard,2.75,1.44,0
Herbert P.H.,157,202,89,113,Fognini F.,128,742,383,359,2021-02-09,Melbourne,Australian Open,Hard,2.1,1.72,0
Simon G.,188,869,491,378,Tsitsipas S.,5,390,264,126,2021-02-09,Melbourne,Australian Open,Hard,10.0,1.06,0
Kwon S.W.,68,108,53,55,Kokkinakis T.,86,124,55,69,2021-02-09,Melbourne,Australian Open,Hard,2.1,1.72,0
Berrettini M.,38,217,142,75,Anderson K.,652,598,347,251,2021-02-09,Melbourne,Australian Open,Hard,1.33,3.4,1
Ivashka I.,113,159,78,81,Safiullin R.,92,42,20,22,2021-02-09,Melbourne,Australian Open,Hard,2.37,1.57,0
Evans D.,30,251,124,127,Norrie C.,13,287,172,115,2021-02-09,Melbourne,Australian Open,Hard,1.4,3.0,0
Tu L.,252,5,1,4,Lopez F.,634,863,441,422,2021-02-09,Melbourne,Australian Open,Hard,3.4,1.33,0
Thompson J.,71,221,96,125,Ruud C.,4,275,176,99,2021-02-09,Melbourne,Australian Open,Hard,2.0,1.8,0
Nagal S.,503,17,3,14,Berankis R.,212,249,104,145,2021-02-09,Melbourne,Australian Open,Hard,6.0,1.12,0
Pospisil V.,99,280,122,158,Medvedev D.,3,406,289,117,2021-02-09,Melbourne,Australian Open,Hard,13.0,1.04,0
Torpegaard M.,188,4,1,3,Harris L.,186,129,59,70,2021-02-09,Melbourne,Australian Open,Hard,3.2,1.36,0
Cecchinato M.,108,204,79,125,Mcdonald M.,60,190,87,103,2021-02-09,Melbourne,Australian Open,Hard,3.2,1.36,0
Monteiro T.,121,171,69,102,Martin A.,723,258,107,151,2021-02-09,Melbourne,Australian Open,Hard,1.22,4.33,1
Coric B.,15,343,185,158,Pella G.,199,260,118,142,2021-02-09,Melbourne,Australian Open,Hard,1.12,6.0,1
Alcaraz C.,1,164,130,34,Van De Zandschulp B.,44,117,63,54,2021-02-09,Melbourne,Australian Open,Hard,1.66,2.2,1
Hurkacz H.,17,238,137,101,Ymer M.,59,130,58,72,2021-02-09,Melbourne,Australian Open,Hard,1.22,4.33,0
O Connell C.,74,65,26,39,Struff J.L.,21,369,170,199,2021-02-09,Melbourne,Australian Open,Hard,4.5,1.2,1
Goffin D.,123,522,296,226,Popyrin A.,90,140,59,81,2021-02-09,Melbourne,Australian Open,Hard,1.4,3.0,0
Vukic A.,62,36,15,21,Khachanov K.,11,378,217,161,2021-02-09,Melbourne,Australian Open,Hard,7.0,1.1,0
Albot R.,97,215,86,129,Bautista Agut R.,25,379,234,145,2021-02-09,Melbourne,Australian Open,Hard,11.0,1.05,1
Seppi A.,141,758,363,395,Cuevas P.,149,421,210,211,2021-02-09,Melbourne,Australian Open,Hard,2.2,1.66,0
Krajinovic F.,93,240,115,125,Haase R.,257,458,202,256,2021-02-09,Melbourne,Australian Open,Hard,1.22,4.33,1
Halys Q.,79,72,23,49,Andujar P.,323,404,164,240,2021-02-09,Melbourne,Australian Open,Hard,1.4,3.0,0
Hanfmann Y.,50,99,50,49,Rublev A.,7,392,255,137,2021-02-09,Melbourne,Australian Open,Hard,23.0,1.01,0
Opelka R.,17,168,88,80,Fritz T.,9,356,205,151,2021-02-10,Melbourne,Australian Open,Hard,2.2,1.66,0
Dimitrov G.,20,651,389,262,Bolt A.,345,40,13,27,2021-02-10,Melbourne,Australian Open,Hard,1.22,4.33,1
Zverev A.,19,500,346,154,Cressy M.,96,96,42,54,2021-02-10,Melbourne,Australian Open,Hard,1.08,8.0,1
Carreno Busta P.,16,352,214,138,Vesely J.,528,288,130,158,2021-02-10,Melbourne,Australian Open,Hard,1.22,4.33,1
Mannarino A.,27,567,264,303,Kecmanovic M.,40,210,107,103,2021-02-10,Melbourne,Australian Open,Hard,2.1,1.72,1
Shapovalov D.,29,298,166,132,Tomic B.,233,349,169,180,2021-02-10,Melbourne,Australian Open,Hard,1.07,9.0,1
Lajovic D.,66,378,163,215,Bublik A.,25,219,110,109,2021-02-10,Melbourne,Australian Open,Hard,2.75,1.44,1
Kyrgios N.,25,303,195,108,Humbert U.,36,170,80,90,2021-02-10,Melbourne,Australian Open,Hard,1.8,2.0,1
Djokovic N.,2,1207,1012,195,Tiafoe F.,10,303,158,145,2021-02-10,Melbourne,Australian Open,Hard,29.0,0.967,1
Raonic M.,849,540,361,179,Moutet C.,80,118,50,68,2021-02-10,Melbourne,Australian Open,Hard,1.12,6.0,1
Muller A.,81,22,9,13,Schwartzman D.,95,428,233,195,2021-02-10,Melbourne,Australian Open,Hard,8.0,1.08,0
Duckworth J.,123,143,55,88,Auger-Aliassime F.,12,268,163,105,2021-02-10,Melbourne,Australian Open,Hard,4.5,1.2,0
Martinez P.,135,118,50,68,Ruusuvuori E.,55,158,79,79,2021-02-10,Melbourne,Australian Open,Hard,3.0,1.4,1
Wawrinka S.,72,854,535,319,Fucsovics M.,67,249,121,128,2021-02-10,Melbourne,Australian Open,Hard,1.4,3.0,0
Gerasimov E.,150,93,43,50,Karatsev A.,75,136,66,70,2021-02-10,Melbourne,Australian Open,Hard,2.5,1.53,0
Thiem D.,116,517,327,190,Koepfer D.,84,86,38,48,2021-02-10,Melbourne,Australian Open,Hard,1.06,10.0,1
Nadal R.,2,1223,1017,206,Mmoh M.,112,55,20,35,2021-02-11,Melbourne,Australian Open,Hard,1.01,23.0,1
Medvedev D.,3,406,289,117,Carballes Baena R.,64,207,91,116,2021-02-11,Melbourne,Australian Open,Hard,1.005,29.0,1
De Minaur A.,19,272,161,111,Cuevas P.,149,421,210,211,2021-02-11,Melbourne,Australian Open,Hard,1.08,8.0,1
Norrie C.,13,287,172,115,Safiullin R.,92,42,20,22,2021-02-11,Melbourne,Australian Open,Hard,1.36,3.2,1
Caruso S.,146,63,19,44,Fognini F.,128,742,383,359,2021-02-11,Melbourne,Australian Open,Hard,3.0,1.4,0
O Connell C.,74,65,26,39,Albot R.,97,215,86,129,2021-02-11,Melbourne,Australian Open,Hard,1.53,2.5,0
Berrettini M.,38,217,142,75,Machac T.,108,18,6,12,2021-02-11,Melbourne,Australian Open,Hard,1.05,11.0,1
Mcdonald M.,60,190,87,103,Coric B.,15,343,185,158,2021-02-11,Melbourne,Australian Open,Hard,4.5,1.2,1
Krajinovic F.,93,240,115,125,Andujar P.,323,404,164,240,2021-02-11,Melbourne,Australian Open,Hard,1.12,6.0,1
Berankis R.,212,249,104,145,Khachanov K.,11,378,217,161,2021-02-11,Melbourne,Australian Open,Hard,4.0,1.25,0
Paul T.,14,204,111,93,Ruud C.,4,275,176,99,2021-02-11,Melbourne,Australian Open,Hard,2.1,1.72,0
Alcaraz C.,1,164,130,34,Ymer M.,59,130,58,72,2021-02-11,Melbourne,Australian Open,Hard,1.5,2.62,0
Popyrin A.,90,140,59,81,Harris L.,186,129,59,70,2021-02-11,Melbourne,Australian Open,Hard,2.3,1.61,0
Rublev A.,7,392,255,137,Monteiro T.,121,171,69,102,2021-02-11,Melbourne,Australian Open,Hard,1.04,13.0,1
Sonego L.,43,221,107,114,Lopez F.,634,863,441,422,2021-02-11,Melbourne,Australian Open,Hard,1.25,4.0,0
Tsitsipas S.,5,390,264,126,Kokkinakis T.,86,124,55,69,2021-02-11,Melbourne,Australian Open,Hard,1.08,8.0,1
Fritz T.,9,356,205,151,Djokovic N.,2,1207,1012,195,2021-02-12,Melbourne,Australian Open,Hard,21.0,1.01,0
Thiem D.,116,517,327,190,Kyrgios N.,25,303,195,108,2021-02-12,Melbourne,Australian Open,Hard,1.28,3.75,1
Shapovalov D.,29,298,166,132,Auger-Aliassime F.,12,268,163,105,2021-02-12,Melbourne,Australian Open,Hard,1.44,2.75,0
Fucsovics M.,67,249,121,128,Raonic M.,849,540,361,179,2021-02-12,Melbourne,Australian Open,Hard,5.5,1.14,0
Zverev A.,19,500,346,154,Mannarino A.,27,567,264,303,2021-02-12,Melbourne,Australian Open,Hard,1.14,5.5,1
Martinez P.,135,118,50,68,Lajovic D.,66,378,163,215,2021-02-12,Melbourne,Australian Open,Hard,2.1,1.72,0
Carreno Busta P.,16,352,214,138,Dimitrov G.,20,651,389,262,2021-02-12,Melbourne,Australian Open,Hard,2.1,1.72,0
Schwartzman D.,95,428,233,195,Karatsev A.,75,136,66,70,2021-02-12,Melbourne,Australian Open,Hard,1.33,3.4,0
Nadal R.,2,1223,1017,206,Norrie C.,13,287,172,115,2021-02-13,Melbourne,Australian Open,Hard,1.02,19.0,1
De Minaur A.,19,272,161,111,Fognini F.,128,742,383,359,2021-02-13,Melbourne,Australian Open,Hard,1.14,5.5,0
Berrettini M.,38,217,142,75,Khachanov K.,11,378,217,161,2021-02-13,Melbourne,Australian Open,Hard,1.4,3.0,1
Lopez F.,634,863,441,422,Rublev A.,7,392,255,137,2021-02-13,Melbourne,Australian Open,Hard,19.0,1.02,0
Medvedev D.,3,406,289,117,Krajinovic F.,93,240,115,125,2021-02-13,Melbourne,Australian Open,Hard,1.05,11.0,1
Harris L.,186,129,59,70,Mcdonald M.,60,190,87,103,2021-02-13,Melbourne,Australian Open,Hard,1.66,2.2,0
Albot R.,97,215,86,129,Ruud C.,4,275,176,99,2021-02-13,Melbourne,Australian Open,Hard,3.4,1.33,0
Tsitsipas S.,5,390,264,126,Ymer M.,59,130,58,72,2021-02-13,Melbourne,Australian Open,Hard,1.03,15.0,1
Auger-Aliassime F.,12,268,163,105,Karatsev A.,75,136,66,70,2021-02-14,Melbourne,Australian Open,Hard,1.53,2.5,0
Thiem D.,116,517,327,190,Dimitrov G.,20,651,389,262,2021-02-14,Melbourne,Australian Open,Hard,1.33,3.4,0
Lajovic D.,66,378,163,215,Zverev A.,19,500,346,154,2021-02-14,Melbourne,Australian Open,Hard,10.0,1.06,0
Raonic M.,849,540,361,179,Djokovic N.,2,1207,1012,195,2021-02-14,Melbourne,Australian Open,Hard,2.75,1.44,0
Tsitsipas S.,5,390,264,126,Berrettini M.,38,217,142,75,2021-02-15,Melbourne,Australian Open,Hard,1.25,4.0,1
Nadal R.,2,1223,1017,206,Fognini F.,128,742,383,359,2021-02-15,Melbourne,Australian Open,Hard,1.16,5.0,1
Rublev A.,7,392,255,137,Ruud C.,4,275,176,99,2021-02-15,Melbourne,Australian Open,Hard,1.08,8.0,1
Medvedev D.,3,406,289,117,Mcdonald M.,60,190,87,103,2021-02-15,Melbourne,Australian Open,Hard,1.03,15.0,1
Dimitrov G.,20,651,389,262,Karatsev A.,75,136,66,70,2021-02-16,Melbourne,Australian Open,Hard,1.3,3.5,0
Zverev A.,19,500,346,154,Djokovic N.,2,1207,1012,195,2021-02-16,Melbourne,Australian Open,Hard,2.37,1.57,0
Medvedev D.,3,406,289,117,Rublev A.,7,392,255,137,2021-02-17,Melbourne,Australian Open,Hard,1.44,2.75,1
Nadal R.,2,1223,1017,206,Tsitsipas S.,5,390,264,126,2021-02-17,Melbourne,Australian Open,Hard,1.44,2.75,0
Djokovic N.,2,1207,1012,195,Karatsev A.,75,136,66,70,2021-02-18,Melbourne,Australian Open,Hard,1.07,9.0,1
Medvedev D.,3,406,289,117,Tsitsipas S.,5,390,264,126,2021-02-19,Melbourne,Australian Open,Hard,1.4,3.0,1
Medvedev D.,3,406,289,117,Djokovic N.,2,1207,1012,195,2021-02-21,Melbourne,Australian Open,Hard,2.0,1.83,0
Kovalik J.,172,68,24,44,Galan D.E.,76,78,33,45,2021-02-22,Cordoba,Cordoba Open,Clay,2.0,1.72,1
Mmoh M.,112,55,20,35,Nishioka Y.,31,215,99,116,2021-02-22,Singapore,Singapore Open,Hard,2.2,1.61,0
Popyrin A.,90,140,59,81,Eubanks C.,29,64,28,36,2021-02-22,Singapore,Singapore Open,Hard,1.5,2.5,1
Harris L.,186,129,59,70,Andreev A.,319,8,2,6,2021-02-22,Singapore,Singapore Open,Hard,1.2,4.33,0
Jung J.,276,32,10,22,Cressy M.,96,96,42,54,2021-02-22,Singapore,Singapore Open,Hard,2.62,1.44,0
Ramanathan R.,435,40,14,26,Daniel T.,111,178,67,111,2021-02-22,Singapore,Singapore Open,Hard,2.75,1.4,0
Gombos N.,114,66,21,45,Humbert U.,36,170,80,90,2021-02-22,Montpellier,Open Sud de France,Hard,4.5,1.18,0
Sonego L.,43,221,107,114,Gaston H.,109,58,24,34,2021-02-22,Montpellier,Open Sud de France,Hard,1.4,2.75,1
Jarry N.,28,141,73,68,Munar J.,104,178,75,103,2021-02-22,Cordoba,Cordoba Open,Clay,3.75,1.25,1
Tsonga J.W.,297,672,444,228,Korda S.,26,126,75,51,2021-02-22,Montpellier,Open Sud de France,Hard,2.75,1.4,0
Polmans M.,165,19,5,14,Uchiyama Y.,314,33,9,24,2021-02-23,Singapore,Singapore Open,Hard,2.1,1.66,0
Murray A.,44,932,687,245,Gerasimov E.,150,93,43,50,2021-02-23,Montpellier,Open Sud de France,Hard,1.44,2.62,0
Giron M.,69,150,68,82,Griekspoor T.,37,97,47,50,2021-02-23,Montpellier,Open Sud de France,Hard,1.5,2.5,0
Gojowczyk P.,108,172,75,97,Struff J.L.,21,369,170,199,2021-02-23,Montpellier,Open Sud de France,Hard,3.0,1.36,1
Pouille L.,675,259,134,125,Bonzi B.,107,83,37,46,2021-02-23,Montpellier,Open Sud de France,Hard,2.25,1.57,0
Ymer M.,59,130,58,72,Vesely J.,528,288,130,158,2021-02-23,Montpellier,Open Sud de France,Hard,1.83,1.83,0
Novak D.,166,58,15,43,Simon G.,188,869,491,378,2021-02-23,Montpellier,Open Sud de France,Hard,2.25,1.57,1
Smith J.P.,306,27,5,22,Albot R.,97,215,86,129,2021-02-23,Singapore,Singapore Open,Hard,3.0,1.36,0
Mager G.,67,59,24,35,Cerundolo F.,21,104,58,46,2021-02-23,Cordoba,Cordoba Open,Clay,2.5,1.5,0
Celikbilek A.,230,9,4,5,Mochizuki S.,200,8,0,8,2021-02-23,Singapore,Singapore Open,Hard,1.33,3.25,1
Sousa J.,147,436,189,247,Carballes Baena R.,64,207,91,116,2021-02-23,Cordoba,Cordoba Open,Clay,3.75,1.25,0
Dellien H.,164,70,22,48,Cecchinato M.,108,204,79,125,2021-02-23,Cordoba,Cordoba Open,Clay,3.5,1.28,0
Koepfer D.,84,86,38,48,Coria F.,108,99,43,56,2021-02-23,Cordoba,Cordoba Open,Clay,2.2,1.61,0
Seyboth Wild T.,117,28,12,16,Cerundolo J.M.,106,29,12,17,2021-02-23,Cordoba,Cordoba Open,Clay,1.33,3.25,0
Kicker N.,203,47,19,28,Bagnis F.,135,121,39,82,2021-02-23,Cordoba,Cordoba Open,Clay,4.33,1.2,0
Martin A.,723,258,107,151,Etcheverry T.,34,60,26,34,2021-02-23,Cordoba,Cordoba Open,Clay,2.0,1.72,0
Duckworth J.,123,143,55,88,Hanfmann Y.,50,99,50,49,2021-02-23,Singapore,Singapore Open,Hard,1.61,2.2,0
Londero J.I.,142,83,34,49,Ramos-Vinolas A.,82,437,204,233,2021-02-23,Cordoba,Cordoba Open,Clay,1.61,2.2,0
Bonzi B.,107,83,37,46,Goffin D.,123,522,296,226,2021-02-24,Montpellier,Open Sud de France,Hard,2.37,1.53,0
Bublik A.,25,219,110,109,Celikbilek A.,230,9,4,5,2021-02-24,Singapore,Singapore Open,Hard,1.2,4.33,1
Nishioka Y.,31,215,99,116,Cressy M.,96,96,42,54,2021-02-24,Singapore,Singapore Open,Hard,1.72,2.0,1
Cilic M.,100,853,543,310,Daniel T.,111,178,67,111,2021-02-24,Singapore,Singapore Open,Hard,1.33,3.25,1
Bhambri Y.,862,40,14,26,Ebden M.,432,203,75,128,2021-02-24,Singapore,Singapore Open,Hard,3.75,1.25,0
Gulbis E.,191,453,221,232,Marcora R.,208,7,3,4,2021-02-24,Singapore,Singapore Open,Hard,1.83,1.83,0
Kwon S.W.,68,108,53,55,Kwiatkowski T.S.,219,6,0,6,2021-02-24,Singapore,Singapore Open,Hard,1.36,3.0,1
Humbert U.,36,170,80,90,Griekspoor T.,37,97,47,50,2021-02-24,Montpellier,Open Sud de France,Hard,1.22,4.0,1
Popyrin A.,90,140,59,81,Andreev A.,319,8,2,6,2021-02-24,Singapore,Singapore Open,Hard,1.22,4.0,1
Sonego L.,43,221,107,114,Korda S.,26,126,75,51,2021-02-24,Montpellier,Open Sud de France,Hard,2.37,1.53,1
Coria F.,108,99,43,56,Cerundolo F.,21,104,58,46,2021-02-24,Cordoba,Cordoba Open,Clay,2.25,1.57,1
Sinner J.,8,224,153,71,Bedene A.,347,291,131,160,2021-02-24,Montpellier,Open Sud de France,Hard,1.18,4.5,0
Zapata Miralles B.,54,80,32,48,Davidovich Fokina A.,39,168,84,84,2021-02-24,Montpellier,Open Sud de France,Hard,2.25,1.57,0
Delbonis F.,131,340,152,188,Bagnis F.,135,121,39,82,2021-02-24,Cordoba,Cordoba Open,Clay,1.72,2.0,0
Barrere G.,59,79,31,48,Basilashvili N.,118,301,138,163,2021-02-24,Montpellier,Open Sud de France,Hard,1.53,2.37,1
Kovalik J.,172,68,24,44,Barrios M.,121,10,3,7,2021-02-24,Cordoba,Cordoba Open,Clay,1.57,2.25,1
Menezes J.,199,1,0,1,Monteiro T.,121,171,69,102,2021-02-24,Cordoba,Cordoba Open,Clay,4.0,1.22,0
Delbonis F.,131,340,152,188,Sousa P.,475,36,9,27,2021-02-24,Cordoba,Cordoba Open,Clay,1.53,2.37,1
Etcheverry T.,34,60,26,34,Ramos-Vinolas A.,82,437,204,233,2021-02-25,Cordoba,Cordoba Open,Clay,2.37,1.53,0
Carballes Baena R.,64,207,91,116,Monteiro T.,121,171,69,102,2021-02-25,Cordoba,Cordoba Open,Clay,3.0,1.36,0
Jarry N.,28,141,73,68,Paire B.,149,527,237,290,2021-02-25,Cordoba,Cordoba Open,Clay,1.44,2.62,0
Albot R.,97,215,86,129,Hanfmann Y.,50,99,50,49,2021-02-25,Singapore,Singapore Open,Hard,1.66,2.1,1
Millman J.,140,256,113,143,Ebden M.,432,203,75,128,2021-02-25,Singapore,Singapore Open,Hard,1.25,3.75,0
Marcora R.,208,7,3,4,Mannarino A.,27,567,264,303,2021-02-25,Singapore,Singapore Open,Hard,4.5,1.18,0
Uchiyama Y.,314,33,9,24,Kwon S.W.,68,108,53,55,2021-02-25,Singapore,Singapore Open,Hard,2.75,1.4,0
Bautista Agut R.,25,379,234,145,Barrere G.,59,79,31,48,2021-02-25,Montpellier,Open Sud de France,Hard,1.28,3.5,1
Novak D.,166,58,15,43,Lajovic D.,66,378,163,215,2021-02-25,Montpellier,Open Sud de France,Hard,1.83,1.83,1
Davidovich Fokina A.,39,168,84,84,Hurkacz H.,17,238,137,101,2021-02-25,Montpellier,Open Sud de France,Hard,2.2,1.61,1
Vesely J.,528,288,130,158,Gojowczyk P.,108,172,75,97,2021-02-25,Montpellier,Open Sud de France,Hard,1.44,2.62,0
Gerasimov E.,150,93,43,50,Bedene A.,347,291,131,160,2021-02-25,Montpellier,Open Sud de France,Hard,2.0,1.72,1
Schwartzman D.,95,428,233,195,Cecchinato M.,108,204,79,125,2021-02-25,Cordoba,Cordoba Open,Clay,1.3,3.4,1
Kecmanovic M.,40,210,107,103,Cerundolo J.M.,106,29,12,17,2021-02-25,Cordoba,Cordoba Open,Clay,1.4,2.75,0
Mannarino A.,27,567,264,303,Albot R.,97,215,86,129,2021-02-26,Singapore,Singapore Open,Hard,1.44,2.75,0
Cilic M.,100,853,543,310,Kwon S.W.,68,108,53,55,2021-02-26,Singapore,Singapore Open,Hard,1.8,2.0,1
Bublik A.,25,219,110,109,Nishioka Y.,31,215,99,116,2021-02-26,Singapore,Singapore Open,Hard,1.72,2.1,1
Ebden M.,432,203,75,128,Popyrin A.,90,140,59,81,2021-02-26,Singapore,Singapore Open,Hard,2.62,1.5,0
Paire B.,149,527,237,290,Coria F.,108,99,43,56,2021-02-26,Cordoba,Cordoba Open,Clay,2.0,1.8,0
Sonego L.,43,221,107,114,Goffin D.,123,522,296,226,2021-02-26,Montpellier,Open Sud de France,Hard,1.72,2.1,0
Davidovich Fokina A.,39,168,84,84,Gerasimov E.,150,93,43,50,2021-02-26,Montpellier,Open Sud de France,Hard,1.8,2.0,0
Cerundolo J.M.,106,29,12,17,Monteiro T.,121,171,69,102,2021-02-26,Cordoba,Cordoba Open,Clay,3.75,1.28,1
Humbert U.,36,170,80,90,Bautista Agut R.,25,379,234,145,2021-02-26,Montpellier,Open Sud de France,Hard,2.0,1.8,0
Novak D.,166,58,15,43,Gojowczyk P.,108,172,75,97,2021-02-26,Montpellier,Open Sud de France,Hard,1.8,2.0,0
Ramos-Vinolas A.,82,437,204,233,Schwartzman D.,95,428,233,195,2021-02-26,Cordoba,Cordoba Open,Clay,7.0,1.1,1
Bagnis F.,135,121,39,82,Kovalik J.,172,68,24,44,2021-02-26,Cordoba,Cordoba Open,Clay,1.5,2.62,1
Bautista Agut R.,25,379,234,145,Gojowczyk P.,108,172,75,97,2021-02-27,Montpellier,Open Sud de France,Hard,1.2,4.5,1
Gerasimov E.,150,93,43,50,Goffin D.,123,522,296,226,2021-02-27,Montpellier,Open Sud de France,Hard,2.62,1.5,0
Coria F.,108,99,43,56,Cerundolo J.M.,106,29,12,17,2021-02-27,Cordoba,Cordoba Open,Clay,1.44,2.75,0
Cilic M.,100,853,543,310,Popyrin A.,90,140,59,81,2021-02-27,Singapore,Singapore Open,Hard,1.57,2.37,0
Bublik A.,25,219,110,109,Albot R.,97,215,86,129,2021-02-27,Singapore,Singapore Open,Hard,1.44,2.75,1
Bagnis F.,135,121,39,82,Ramos-Vinolas A.,82,437,204,233,2021-02-28,Cordoba,Cordoba Open,Clay,2.0,1.8,0
Cerundolo J.M.,106,29,12,17,Ramos-Vinolas A.,82,437,204,233,2021-02-28,Cordoba,Cordoba Open,Clay,2.62,1.5,1
Bublik A.,25,219,110,109,Popyrin A.,90,140,59,81,2021-02-28,Singapore,Singapore Open,Hard,1.61,2.3,0
Bautista Agut R.,25,379,234,145,Goffin D.,123,522,296,226,2021-02-28,Montpellier,Open Sud de France,Hard,1.4,3.0,0
Norrie C.,13,287,172,115,Basilashvili N.,118,301,138,163,2021-03-01,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.18,4.5,1
Opelka R.,17,168,88,80,Fucsovics M.,67,249,121,128,2021-03-01,Rotterdam,ABN AMRO World Tennis Tournament,Hard,2.3,1.61,0
Carballes Baena R.,64,207,91,116,Monteiro T.,121,171,69,102,2021-03-01,Buenos Aires,Argentina Open,Clay,2.75,1.44,0
Murray A.,44,932,687,245,Haase R.,257,458,202,256,2021-03-01,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.44,2.75,1
Auger-Aliassime F.,12,268,163,105,Nishikori K.,439,617,408,209,2021-03-01,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.33,3.4,0
Tirante T.A.,136,5,2,3,Koepfer D.,84,86,38,48,2021-03-01,Buenos Aires,Argentina Open,Clay,2.3,1.61,0
Djere L.,38,243,120,123,Cecchinato M.,108,204,79,125,2021-03-01,Buenos Aires,Argentina Open,Clay,2.0,1.8,1
Andujar P.,323,404,164,240,Londero J.I.,142,83,34,49,2021-03-01,Buenos Aires,Argentina Open,Clay,1.8,2.0,1
Klein L.,142,7,2,5,Martin A.,723,258,107,151,2021-03-02,Buenos Aires,Argentina Open,Clay,1.66,2.2,1
De Minaur A.,19,272,161,111,Millman J.,140,256,113,143,2021-03-02,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.16,5.0,1
Giron M.,69,150,68,82,Rublev A.,7,392,255,137,2021-03-02,Rotterdam,ABN AMRO World Tennis Tournament,Hard,6.0,1.12,0
Mannarino A.,27,567,264,303,Hurkacz H.,17,238,137,101,2021-03-02,Rotterdam,ABN AMRO World Tennis Tournament,Hard,2.0,1.8,0
Wawrinka S.,72,854,535,319,Khachanov K.,11,378,217,161,2021-03-02,Rotterdam,ABN AMRO World Tennis Tournament,Hard,2.0,1.8,0
Humbert U.,36,170,80,90,Chardy J.,542,591,289,302,2021-03-02,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.44,2.75,0
Gerasimov E.,150,93,43,50,Tsitsipas S.,5,390,264,126,2021-03-02,Rotterdam,ABN AMRO World Tennis Tournament,Hard,4.5,1.2,0
Van De Zandschulp B.,44,117,63,54,Coric B.,15,343,185,158,2021-03-02,Rotterdam,ABN AMRO World Tennis Tournament,Hard,3.4,1.33,0
Sousa J.,147,436,189,247,Nagal S.,503,17,3,14,2021-03-02,Buenos Aires,Argentina Open,Clay,3.0,1.4,0
Delbonis F.,131,340,152,188,Cerundolo J.M.,106,29,12,17,2021-03-02,Buenos Aires,Argentina Open,Clay,1.57,2.37,1
Bagnis F.,135,121,39,82,Tiafoe F.,10,303,158,145,2021-03-02,Buenos Aires,Argentina Open,Clay,2.0,1.8,0
Rune H.,6,131,83,48,Ramos-Vinolas A.,82,437,204,233,2021-03-02,Buenos Aires,Argentina Open,Clay,3.0,1.4,0
Cerundolo F.,21,104,58,46,Coria F.,108,99,43,56,2021-03-02,Buenos Aires,Argentina Open,Clay,1.61,2.3,1
Munar J.,104,178,75,103,Diaz Acosta F.,137,5,1,4,2021-03-02,Buenos Aires,Argentina Open,Clay,1.12,6.0,1
Mager G.,67,59,24,35,Caruso S.,146,63,19,44,2021-03-02,Buenos Aires,Argentina Open,Clay,2.0,1.8,1
Sonego L.,43,221,107,114,Paul T.,14,204,111,93,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.57,2.37,0
Bublik A.,25,219,110,109,Zverev A.,19,500,346,154,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,5.0,1.16,1
Davidovich Fokina A.,39,168,84,84,Bautista Agut R.,25,379,234,145,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,3.2,1.36,1
Nishikori K.,439,617,408,209,De Minaur A.,19,272,161,111,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,3.4,1.33,1
Murray A.,44,932,687,245,Rublev A.,7,392,255,137,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,6.0,1.12,0
Struff J.L.,21,369,170,199,Goffin D.,123,522,296,226,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,2.37,1.57,0
Medvedev D.,3,406,289,117,Lajovic D.,66,378,163,215,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.08,8.0,0
Khachanov K.,11,378,217,161,Norrie C.,13,287,172,115,2021-03-03,Rotterdam,ABN AMRO World Tennis Tournament,Hard,1.53,2.5,1
Ramos-Vinolas A.,82,437,204,233,Koepfer D.,84,86,38,48,2021-03-03,Buenos Aires,Argentina Open,Clay,2.1,1.72,1
Monteiro T.,121,171,69,102,Kecmanovic M.,40,210,107,103,2021-03-03,Buenos Aires,Argentina Open,Clay,1.53,2.5,0
Delbonis F.,131,340,152,188,Djere L.,38,243,120,123,2021-03-03,Buenos Aires,Argentina Open,Clay,2.2,1.66,0
